applicant_name,age,income,loan_amount,credit_score,employment_length,debt_to_income_ratio,home_ownership,loan_purpose,employment_status,loan_default
Arun Gupta,18,526108,254553,690,2.0,0.05865108660781565,OWN,business,employed,0
Anjali Patel,18,267208,103564,553,0.0,0.20515446636902682,RENT,debt_consolidation,employed,0
Vikram Iyer,34,205895,148725,734,0.0,0.09699053232548963,RENT,other,employed,1
Sneha Nair,53,954266,171974,739,2.0,0.11060242695209131,MORTGAGE,other,self_employed,0
Swati Mishra,21,897218,136413,850,24.0,0.14165442370332254,OWN,home_improvement,employed,0
Manish Jain,18,200000,169448,698,4.0,0.1276812796485,RENT,other,self_employed,0
Sunita Chakraborty,46,351824,150982,722,4.0,0.08753692352224418,RENT,debt_consolidation,employed,0
Priya Kumar,42,1016723,92991,602,3.0,,MORTGAGE,debt_consolidation,employed,1
Anjali Ghosh,26,348700,175008,704,5.0,0.0811787539186759,RENT,debt_consolidation,employed,0
Deepak Mishra,28,346172,95669,612,15.0,0.24026440273639013,OWN,debt_consolidation,unemployed,1
Rahul Chatterjee,28,384085,173901,661,4.0,0.10231058940192024,OWN,business,self_employed,1
Amit Sharma,41,252597,281997,667,,0.019498732334940427,MORTGAGE,education,employed,0
Rahul Mishra,32,200000,145450,614,3.0,0.16718309940889656,MORTGAGE,debt_consolidation,self_employed,0
Sunita Gupta,45,748834,101865,656,24.0,0.08492648750655844,MORTGAGE,debt_consolidation,employed,0
Mukesh Chakraborty,18,200000,154694,612,2.0,0.19256656860844681,OWN,debt_consolidation,self_employed,1
Naresh Shah,29,500636,116682,612,4.0,0.08183763113080474,MORTGAGE,debt_consolidation,self_employed,0
Neha Chatterjee,26,689202,206447,757,0.0,0.2063044201831881,MORTGAGE,debt_consolidation,retired,0
Mukesh Kumar,36,214140,153400,667,0.0,,RENT,debt_consolidation,employed,0
Rajesh Kumar,33,278692,322515,684,10.0,0.251180665697287,MORTGAGE,home_improvement,employed,1
Suresh Patel,49,811459,259158,504,1.0,0.24048296545892583,MORTGAGE,other,employed,1
Vijay Pillai,18,577489,153087,692,1.0,0.0646864966749241,RENT,debt_consolidation,employed,0
Neha Jain,40,324927,216694,703,2.0,0.05529431340677561,MORTGAGE,other,employed,0
Sneha Ghosh,46,807036,139066,610,16.0,0.015969742517554307,OWN,home_improvement,employed,0
Mukesh Verma,62,808768,164980,850,0.0,0.25907339034563076,OWN,business,employed,0
Divya Mishra,34,506118,140846,421,8.0,0.0858724259128724,OWN,education,employed,0
Mukesh Chatterjee,43,282072,221146,728,2.0,0.049911842306101815,RENT,debt_consolidation,employed,0
Divya Gupta,18,359789,288714,721,9.0,0.21950510301309278,MORTGAGE,other,employed,1
Suresh Shah,18,510524,224012,704,23.0,0.15976916524427362,MORTGAGE,debt_consolidation,unemployed,1
Pooja Iyer,50,402601,235337,667,2.0,0.03875047331341814,OWN,home_improvement,employed,0
Rahul Banerjee,39,707489,235440,705,0.0,0.07213226765399523,MORTGAGE,debt_consolidation,retired,1
Kavita Agarwal,54,205893,202906,736,0.0,0.4464366016917681,MORTGAGE,home_improvement,employed,1
Anjali Mukherjee,23,209581,103185,577,7.0,0.3472602431614631,RENT,home_improvement,employed,1
Anjali Ghosh,46,484288,321382,679,0.0,0.30255463456807374,RENT,other,employed,1
Pooja Banerjee,62,346011,334959,631,1.0,0.16407982736055143,MORTGAGE,home_improvement,employed,0
Vijay Jain,45,323345,148219,540,1.0,0.1990778346930629,MORTGAGE,business,employed,0
Manish Agarwal,43,200000,140325,721,2.0,0.19879088208914644,MORTGAGE,other,employed,0
Sanjay Verma,40,446758,207931,593,0.0,0.23368013448158817,RENT,home_improvement,retired,1
Rajesh Singh,21,430896,202870,500,9.0,0.11136316992625532,OWN,home_improvement,unemployed,1
Geeta Kumar,56,613379,150124,596,9.0,0.2812025620633613,MORTGAGE,other,employed,0
Anita Chatterjee,32,457921,98714,570,,0.19792355742357842,OWN,education,employed,1
Rashmi Mishra,46,414031,183924,752,4.0,0.01935461615239423,MORTGAGE,other,employed,0
Sneha Verma,21,796912,202921,665,5.0,0.19066660978587507,RENT,home_improvement,employed,0
Priya Nair,25,229524,217581,788,6.0,0.27522664885698656,RENT,business,employed,0
Meena Agarwal,57,578500,187159,583,3.0,0.14313842234281815,RENT,debt_consolidation,employed,0
Neha Patel,35,200000,146028,737,3.0,,OWN,other,employed,0
Arun Ghosh,57,290924,242219,850,4.0,0.010130995547849516,RENT,other,employed,0
Geeta Pillai,39,241269,167098,685,6.0,0.35817374259767387,MORTGAGE,debt_consolidation,employed,1
Priya Singh,18,654071,135135,736,2.0,0.11359036606716791,RENT,debt_consolidation,unemployed,0
Shweta Verma,50,428178,151408,719,2.0,0.16639697771328882,OWN,debt_consolidation,self_employed,0
Sunita Banerjee,32,439436,80952,507,1.0,0.34821442470649416,MORTGAGE,business,employed,1
Sneha Mishra,48,254392,151312,708,3.0,0.21811635945336058,OWN,debt_consolidation,employed,0
Geeta Sharma,40,380847,214351,680,2.0,0.13581443452289513,RENT,business,employed,0
Rashmi Mukherjee,21,302025,186449,624,,0.2996338871298745,RENT,home_improvement,self_employed,1
Anjali Gupta,41,535913,299019,561,2.0,0.06612237871999187,MORTGAGE,other,unemployed,1
Naresh Jain,66,269535,146504,719,9.0,0.09423308486596357,RENT,home_improvement,employed,0
Shweta Pillai,45,860180,197782,552,0.0,0.053358628445254595,MORTGAGE,home_improvement,employed,0
Ajay Chakraborty,39,200000,223484,850,4.0,0.1295453748718418,OWN,debt_consolidation,self_employed,0
Arun Iyer,52,295593,415460,661,4.0,0.06941409711336524,MORTGAGE,debt_consolidation,employed,0
Rajesh Reddy,42,1023358,172457,527,2.0,0.43311964152350124,OWN,home_improvement,unemployed,1
Kavita Singh,42,355909,107186,598,2.0,0.04462988751226929,MORTGAGE,education,employed,0
Arun Jain,26,229248,228472,622,8.0,0.05114427959351612,OWN,other,employed,0
Anjali Jain,42,493627,343276,850,1.0,0.07675759944162269,MORTGAGE,debt_consolidation,employed,0
Shweta Iyer,52,348817,143054,561,10.0,0.3701550052433614,MORTGAGE,education,employed,0
Rekha Agarwal,29,291287,227847,638,11.0,0.05826100159092586,MORTGAGE,debt_consolidation,employed,1
Deepak Jain,57,255777,266063,596,5.0,0.12895653524057413,RENT,education,self_employed,1
Amit Chatterjee,38,1765927,244464,699,7.0,0.06749816202711442,RENT,debt_consolidation,employed,0
Ajay Chatterjee,29,390125,171137,597,4.0,0.07593369855787357,RENT,debt_consolidation,employed,0
Priya Iyer,51,200000,123082,536,3.0,0.23708502730433495,RENT,business,employed,0
Vikram Agarwal,36,933648,157548,630,17.0,0.1256705394776115,MORTGAGE,other,unemployed,1
Sunita Ghosh,49,600510,195524,620,1.0,0.36360216589723815,RENT,debt_consolidation,employed,0
Manish Mishra,36,301572,234049,590,0.0,0.09183873279318276,RENT,debt_consolidation,employed,0
Deepak Nair,39,277462,186014,596,1.0,0.3526429942163923,RENT,other,employed,1
Vikram Pillai,45,619542,139809,768,4.0,0.0500385336761119,MORTGAGE,business,employed,0
Shweta Agarwal,43,391030,203241,618,1.0,0.08747086082801363,MORTGAGE,education,retired,0
Suresh Nair,18,200000,229586,536,11.0,0.07164591072130523,OWN,debt_consolidation,employed,0
Sanjay Agarwal,26,1081240,189443,603,2.0,0.1514176420210482,MORTGAGE,other,retired,1
Arun Kumar,51,356113,116485,655,9.0,0.08727511435872903,MORTGAGE,home_improvement,unemployed,1
Priya Chakraborty,38,934517,151363,516,1.0,0.24170332218658455,MORTGAGE,other,employed,1
Priya Patel,33,838372,237786,812,1.0,0.2684198370721539,RENT,debt_consolidation,self_employed,1
Vikram Singh,23,268201,93600,736,0.0,0.22851675173080288,MORTGAGE,other,unemployed,1
Rekha Pillai,27,741621,70454,793,1.0,0.06772485218144636,OWN,business,self_employed,0
Manish Iyer,18,319425,297518,689,3.0,0.14738058265571455,MORTGAGE,business,employed,0
Sneha Reddy,38,200000,199698,440,14.0,0.19056302335609412,OWN,debt_consolidation,self_employed,1
Kavita Shah,32,357789,207459,803,2.0,0.18072619498294987,MORTGAGE,business,employed,1
Divya Mishra,28,539727,105796,563,5.0,0.04946069589261092,MORTGAGE,business,unemployed,0
Geeta Ghosh,39,351031,218602,571,2.0,0.024427976366594703,OWN,education,employed,1
Naresh Mishra,44,379449,181697,665,0.0,0.11009570316518029,MORTGAGE,education,employed,0
Ajay Banerjee,65,783701,86359,787,3.0,0.022575796530250065,OWN,home_improvement,employed,0
Rekha Jain,21,466609,287711,755,0.0,0.3188223406588587,RENT,debt_consolidation,employed,1
Amit Iyer,53,290207,173420,740,10.0,0.14286901230191615,OWN,other,self_employed,1
Rekha Mukherjee,51,628452,138907,618,6.0,0.22821206868501712,OWN,other,unemployed,1
Rashmi Agarwal,30,488374,139916,617,2.0,0.17533147487805895,RENT,debt_consolidation,employed,0
Ajay Chatterjee,42,200000,72686,684,5.0,0.09968474382889637,MORTGAGE,business,employed,0
Dinesh Pillai,34,548079,206351,636,0.0,0.035716135863773826,MORTGAGE,debt_consolidation,employed,0
Sanjay Sharma,42,538161,180726,738,6.0,0.1256231852792492,OWN,other,employed,0
Shweta Iyer,58,446886,150597,733,8.0,0.15367662980688374,OWN,debt_consolidation,employed,0
Shweta Jain,47,690969,271412,709,8.0,0.12655110872859024,RENT,other,self_employed,0
Kavita Reddy,46,316096,93569,397,1.0,0.29185072293436576,MORTGAGE,business,self_employed,1
Neha Chakraborty,34,523477,128192,662,1.0,0.25714124701302343,MORTGAGE,debt_consolidation,employed,0
Kavita Chakraborty,22,202100,115843,639,3.0,0.23871863433791218,OWN,other,employed,0
Vikram Chakraborty,37,542284,145580,666,17.0,0.20344984364275992,MORTGAGE,business,employed,0
Naresh Sharma,54,1174707,167207,574,12.0,0.1121483405833154,RENT,business,employed,0
Neha Verma,21,269028,193301,517,2.0,0.22610376714239747,RENT,debt_consolidation,retired,1
Priya Chatterjee,27,302579,141663,696,7.0,0.35021410172957174,RENT,debt_consolidation,employed,1
Shweta Mukherjee,41,310206,114583,614,12.0,0.12603241886944147,RENT,other,employed,0
Priya Iyer,28,472125,319464,707,1.0,0.24120558646337992,OWN,business,employed,0
Vijay Menon,30,260011,427049,582,8.0,0.22321024225693967,MORTGAGE,debt_consolidation,employed,1
Rashmi Singh,34,546136,172355,791,1.0,0.16394162354729794,OWN,debt_consolidation,employed,0
Manish Chatterjee,23,675642,120245,750,2.0,0.12042662674779864,OWN,business,employed,0
Kavita Gupta,28,577910,293661,679,1.0,0.23892223851365765,RENT,debt_consolidation,self_employed,1
Swati Sharma,48,200000,91244,628,3.0,0.10427923179491598,MORTGAGE,debt_consolidation,employed,0
Mukesh Iyer,24,727656,142356,735,9.0,0.11281879715666664,RENT,debt_consolidation,employed,0
Rajesh Kumar,20,706927,123198,689,3.0,0.09082515627894978,MORTGAGE,business,unemployed,1
Pooja Shah,32,670031,102353,673,0.0,0.25954316781309034,OWN,debt_consolidation,employed,0
Kavita Gupta,48,533076,145508,754,1.0,0.13487463088292764,RENT,home_improvement,unemployed,0
Rahul Chatterjee,37,493903,115189,792,4.0,0.2623868780174981,OWN,debt_consolidation,employed,0
Anita Shah,34,741325,163580,524,4.0,0.07616870553040773,MORTGAGE,education,employed,0
Sneha Pillai,40,1157481,164533,544,4.0,0.1987928292281062,OWN,education,employed,0
Rekha Chakraborty,19,274712,126939,571,0.0,,OWN,education,unemployed,1
Shweta Chakraborty,45,758473,140335,499,7.0,0.2334381106875954,RENT,business,employed,1
Rahul Pillai,44,423746,148399,643,12.0,0.11251752659304096,OWN,education,self_employed,1
Manish Kumar,35,414638,225018,710,3.0,0.29582044583686296,MORTGAGE,business,employed,0
Rekha Menon,52,205198,153373,647,6.0,0.13133157635055645,OWN,home_improvement,employed,0
Sneha Nair,26,383695,226359,596,12.0,0.11966039750479021,RENT,debt_consolidation,employed,0
Suresh Pillai,53,268704,205731,762,5.0,0.35183460561409,MORTGAGE,debt_consolidation,employed,0
Mukesh Sharma,41,350835,204559,664,5.0,0.1724120809058084,RENT,debt_consolidation,unemployed,1
Rekha Gupta,35,255481,283548,684,6.0,0.08933369061166142,MORTGAGE,business,unemployed,0
Deepak Reddy,39,353467,104010,765,1.0,0.057600353531213316,MORTGAGE,other,employed,0
Vijay Verma,38,361112,134689,637,4.0,0.1530610017542906,OWN,debt_consolidation,employed,0
Meena Iyer,54,464342,329496,850,9.0,0.056882295557852194,MORTGAGE,business,self_employed,0
Ramesh Patel,27,200000,146836,605,1.0,0.2614945341168158,RENT,home_improvement,self_employed,1
Mukesh Ghosh,30,214752,52783,849,11.0,0.17823526364734857,RENT,business,employed,0
Swati Chakraborty,52,530172,150063,552,4.0,0.11783296689005429,RENT,debt_consolidation,employed,1
Geeta Agarwal,32,296938,171781,701,2.0,0.06903061470176006,MORTGAGE,debt_consolidation,self_employed,1
Geeta Gupta,50,757110,57134,585,4.0,0.05603684736341053,OWN,debt_consolidation,employed,0
Divya Reddy,60,495159,277499,761,2.0,0.2067676734313458,RENT,other,employed,0
Shweta Verma,35,599218,122334,602,9.0,0.05368135536271055,RENT,debt_consolidation,employed,0
Vijay Nair,48,895686,185614,679,3.0,0.1813339404362595,MORTGAGE,business,employed,0
Naresh Verma,26,378944,148688,584,11.0,0.14655577090774047,RENT,other,employed,0
Anjali Menon,49,331955,97212,743,,0.06084220240080958,RENT,business,employed,1
Pooja Pillai,42,684094,106063,584,5.0,0.44156952222397505,RENT,home_improvement,employed,1
Divya Verma,45,570778,111967,818,30.0,0.0972888802504728,RENT,home_improvement,self_employed,0
Pooja Nair,32,402856,251266,550,0.0,0.09022188332504585,RENT,business,employed,0
Sneha Banerjee,20,887114,153427,515,6.0,0.28195046817081454,OWN,home_improvement,employed,0
Mukesh Gupta,46,397868,132091,745,0.0,0.1503878967003498,OWN,education,self_employed,0
Swati Agarwal,18,449722,111989,590,9.0,0.09655018072166141,OWN,business,employed,0
Vikram Reddy,36,447132,262619,649,4.0,0.21520357607168886,MORTGAGE,business,employed,0
Kavita Banerjee,51,277257,292342,617,13.0,0.2221830758920097,MORTGAGE,other,unemployed,1
Anjali Chatterjee,42,459913,261423,518,10.0,0.2828720387051741,RENT,education,employed,1
Shweta Chakraborty,63,889469,198188,642,0.0,0.034793769014947226,RENT,business,employed,0
Rekha Agarwal,52,552652,182760,776,0.0,0.13837518402262045,RENT,home_improvement,employed,0
Ramesh Jain,32,449338,100069,750,4.0,0.06734232812708234,OWN,education,employed,0
Arun Nair,40,408038,147513,673,3.0,0.16238631343380225,RENT,education,self_employed,0
Naresh Patel,39,522005,123804,761,,0.030522860396980673,MORTGAGE,debt_consolidation,employed,0
Vijay Iyer,21,643632,78416,544,0.0,0.17594201645454097,OWN,business,employed,0
Sanjay Verma,28,599960,248405,617,4.0,0.20495291554398434,MORTGAGE,debt_consolidation,employed,0
Amit Nair,33,374769,123212,689,0.0,0.12577308941479304,OWN,home_improvement,self_employed,0
Pooja Pillai,18,520419,262597,636,10.0,0.14204085021808135,OWN,other,self_employed,1
Rashmi Mukherjee,40,562400,231584,625,8.0,0.15618628826661912,MORTGAGE,debt_consolidation,employed,0
Vijay Singh,37,267373,203350,529,7.0,0.060726426709669476,RENT,debt_consolidation,employed,0
Rashmi Banerjee,19,481237,207970,441,0.0,0.09012457610271334,OWN,debt_consolidation,self_employed,1
Anita Banerjee,44,200000,127245,731,0.0,,RENT,home_improvement,employed,0
Naresh Shah,48,563130,342196,674,3.0,0.1716874545593439,OWN,debt_consolidation,employed,0
Manish Ghosh,42,615488,165586,740,25.0,0.2191447951905265,MORTGAGE,home_improvement,retired,0
Pooja Gupta,36,642918,183647,606,2.0,0.08639300849303204,RENT,education,employed,1
Rajesh Pillai,47,363115,125538,578,2.0,0.1641634895903474,MORTGAGE,other,employed,1
Amit Gupta,48,516341,112143,650,0.0,0.09323794010263234,MORTGAGE,debt_consolidation,employed,0
Deepak Mishra,43,901645,196992,735,5.0,0.01980138835841408,OWN,education,employed,0
Meena Gupta,30,897066,177549,626,5.0,0.26651989240390406,RENT,debt_consolidation,employed,0
Anjali Mishra,43,436007,118688,730,0.0,0.11091731132964593,MORTGAGE,home_improvement,employed,0
Sanjay Singh,54,474330,91548,549,3.0,0.14241101499026398,RENT,other,employed,0
Mukesh Kumar,32,771009,97932,633,5.0,0.15801126280992525,RENT,debt_consolidation,unemployed,1
Rashmi Kumar,65,208897,262617,642,3.0,0.029507078149146646,MORTGAGE,debt_consolidation,employed,0
Rekha Agarwal,33,376420,127350,772,5.0,0.2688119095835507,RENT,debt_consolidation,employed,0
Vijay Sharma,40,862668,142121,670,8.0,0.23473104391008262,MORTGAGE,other,employed,1
Meena Iyer,31,720427,290725,824,5.0,0.0946009094483144,RENT,debt_consolidation,employed,0
Anita Banerjee,42,532124,103895,515,4.0,0.1587834101135733,MORTGAGE,debt_consolidation,employed,0
Sunita Kumar,19,208372,121686,662,9.0,0.15449801219691242,MORTGAGE,business,employed,0
Rashmi Nair,33,431509,119670,667,11.0,0.03293378597722717,OWN,debt_consolidation,employed,0
Neha Pillai,26,329404,310900,712,2.0,0.12163158449120096,OWN,debt_consolidation,employed,0
Shweta Sharma,41,522050,361260,568,0.0,0.0331024377887531,RENT,debt_consolidation,employed,0
Meena Agarwal,51,295175,219833,818,8.0,0.14293115975391524,RENT,business,employed,0
Amit Sharma,47,264908,222649,651,1.0,0.033899974913086425,MORTGAGE,business,employed,0
Rekha Jain,18,200000,129037,541,13.0,0.24169354165143062,MORTGAGE,education,self_employed,0
Dinesh Mukherjee,64,814966,354665,648,0.0,0.2441598925426906,MORTGAGE,debt_consolidation,employed,1
Suresh Reddy,43,362259,181149,618,12.0,0.12926811347265532,MORTGAGE,home_improvement,employed,0
Neha Chakraborty,30,478577,228946,850,4.0,0.1463361021874234,MORTGAGE,business,self_employed,0
Arun Reddy,41,441918,156027,754,7.0,0.24271462654429973,MORTGAGE,debt_consolidation,employed,0
Rashmi Chakraborty,42,259440,146208,654,2.0,0.15614739635934846,MORTGAGE,home_improvement,employed,1
Anita Mukherjee,31,235735,316543,638,23.0,0.03850958630593654,RENT,education,employed,0
Dinesh Banerjee,42,267625,201973,745,,0.19232515898094607,MORTGAGE,other,employed,0
Manish Pillai,32,308172,290846,749,1.0,0.17142597588459646,MORTGAGE,business,employed,0
Meena Chakraborty,35,531417,180255,358,0.0,0.04310827407559822,RENT,other,self_employed,1
Vikram Shah,31,297194,115919,714,14.0,,MORTGAGE,education,employed,0
Sneha Patel,22,1059433,128883,652,3.0,0.12770279432615186,RENT,other,employed,0
Kavita Chatterjee,41,739386,169597,518,5.0,0.08460673958813285,OWN,education,employed,0
Pooja Shah,47,662767,126677,738,5.0,0.03288398303695624,RENT,debt_consolidation,employed,0
Ramesh Verma,46,416720,104507,850,10.0,0.23813769965333495,OWN,debt_consolidation,employed,0
Vikram Nair,49,943300,263172,705,5.0,0.28083600226391814,OWN,education,employed,1
Meena Pillai,43,396724,130882,760,4.0,0.19835440254700995,MORTGAGE,home_improvement,employed,0
Sneha Ghosh,33,435551,172004,830,6.0,0.19142321243870075,MORTGAGE,debt_consolidation,retired,0
Sunita Mishra,50,481656,183221,566,6.0,0.16284955047970606,MORTGAGE,business,employed,1
Mukesh Banerjee,23,628387,128635,464,1.0,,MORTGAGE,other,employed,0
Meena Mishra,29,608318,290779,715,0.0,0.3330927217869594,RENT,home_improvement,employed,0
Sneha Kumar,28,348863,104103,625,0.0,0.02972114012749259,OWN,business,unemployed,1
Sneha Jain,52,338914,180710,512,2.0,0.08245828252925114,MORTGAGE,business,employed,0
Anjali Verma,51,609230,179592,642,3.0,0.0922251630900971,MORTGAGE,debt_consolidation,employed,1
Arun Chakraborty,45,632615,159260,722,4.0,0.07615307335801037,MORTGAGE,debt_consolidation,unemployed,0
Vikram Pillai,52,363423,96880,635,15.0,0.10906724602058185,RENT,other,unemployed,1
Sanjay Nair,29,200066,230573,571,2.0,0.08246609202701187,RENT,other,employed,0
Sneha Agarwal,44,398850,219126,627,7.0,0.32081399061362376,MORTGAGE,other,employed,1
Swati Verma,38,604261,124215,648,3.0,0.1571517982293278,MORTGAGE,home_improvement,retired,0
Anita Reddy,50,1091112,215991,457,1.0,0.0730551802574828,RENT,debt_consolidation,employed,1
Pooja Kumar,38,243049,189087,635,4.0,0.06710127799744355,OWN,other,employed,0
Pooja Pillai,35,357436,97514,515,17.0,0.10069469818672619,OWN,other,employed,0
Swati Mishra,46,364141,115662,715,0.0,0.17776407933215094,OWN,education,employed,0
Swati Shah,50,871440,256609,493,3.0,0.13403189887785985,OWN,debt_consolidation,employed,0
Anjali Sharma,31,434751,184197,751,0.0,0.16812754334355903,MORTGAGE,business,employed,0
Deepak Chatterjee,39,281063,129868,609,1.0,0.017587781265065047,MORTGAGE,education,employed,1
Ramesh Kumar,27,584988,115451,595,4.0,0.2208346042467407,MORTGAGE,business,employed,0
Manish Reddy,18,361378,132434,679,9.0,0.24967793717450787,MORTGAGE,business,employed,0
Vikram Sharma,42,239858,136244,563,6.0,0.2996961871206034,MORTGAGE,education,employed,0
Shweta Banerjee,47,283116,116031,677,3.0,0.29155111054572885,RENT,education,unemployed,1
Vijay Reddy,43,1052860,81088,576,11.0,,OWN,debt_consolidation,employed,0
Suresh Shah,18,536115,256787,594,1.0,0.3070946598443761,OWN,home_improvement,employed,0
Rashmi Shah,35,466904,239966,690,7.0,0.014809656685802114,MORTGAGE,education,employed,0
Ramesh Chakraborty,18,390449,97801,536,3.0,0.07234497697250798,MORTGAGE,debt_consolidation,employed,0
Anita Kumar,56,511997,171875,523,11.0,0.276514916028741,OWN,other,employed,1
Geeta Chakraborty,26,508956,113448,674,7.0,0.1546525112865006,RENT,education,employed,0
Shweta Pillai,55,512002,146586,647,11.0,0.3099290894859829,RENT,other,unemployed,1
Arun Singh,51,468561,141788,666,1.0,0.11383108354481236,OWN,debt_consolidation,employed,0
Shweta Chatterjee,29,683101,137154,682,5.0,0.2565500881594428,RENT,debt_consolidation,employed,0
Naresh Verma,26,447553,362644,655,6.0,0.22309657088466142,MORTGAGE,debt_consolidation,self_employed,1
Vikram Banerjee,44,271313,136471,710,6.0,0.12642063149358465,OWN,business,self_employed,0
Anjali Shah,29,325718,117794,659,3.0,0.024071441374986454,MORTGAGE,debt_consolidation,retired,0
Rahul Menon,41,200000,119966,449,0.0,0.09523804385707434,RENT,debt_consolidation,employed,0
Divya Jain,34,1218838,247090,475,1.0,0.12077887250848642,RENT,debt_consolidation,unemployed,1
Manish Nair,18,681040,84049,842,1.0,,OWN,business,employed,0
Amit Reddy,18,292133,119964,650,9.0,0.14385228972525121,MORTGAGE,home_improvement,employed,0
Priya Ghosh,42,384261,290317,745,9.0,,OWN,home_improvement,employed,1
Suresh Agarwal,33,321760,179439,615,0.0,0.19519461552212045,MORTGAGE,debt_consolidation,self_employed,0
Ajay Mukherjee,33,956727,175741,644,14.0,0.05160780116936037,OWN,other,employed,0
Kavita Patel,48,217523,381878,604,1.0,0.24635979238069217,MORTGAGE,home_improvement,employed,0
Rajesh Sharma,54,468475,179609,850,2.0,0.24776025922771697,RENT,debt_consolidation,employed,0
Amit Banerjee,36,419046,122605,675,1.0,0.3837653993436314,OWN,debt_consolidation,self_employed,1
Rekha Pillai,35,668919,145389,596,9.0,0.2742877564015548,RENT,debt_consolidation,employed,0
Anita Gupta,46,419993,103344,484,6.0,0.2620379546022215,RENT,debt_consolidation,employed,1
Vijay Menon,23,200000,268975,847,2.0,0.2575233394964188,OWN,business,employed,0
Rajesh Chatterjee,42,390210,204807,633,,0.16736113488170198,RENT,other,unemployed,1
Arun Ghosh,46,272098,255190,724,1.0,0.08718961550234014,MORTGAGE,debt_consolidation,employed,0
Divya Mukherjee,48,460371,264393,735,2.0,0.10135236048603118,MORTGAGE,education,employed,0
Priya Nair,18,906266,137904,603,2.0,0.1327204907713717,OWN,other,employed,0
Deepak Kumar,30,200000,111535,717,1.0,0.1817040091904291,MORTGAGE,home_improvement,employed,0
Mukesh Iyer,29,296525,159422,589,10.0,0.06582396955403011,MORTGAGE,debt_consolidation,employed,0
Pooja Menon,41,335592,114794,550,5.0,0.14036010986275146,MORTGAGE,home_improvement,self_employed,1
Pooja Sharma,45,365559,173856,766,1.0,0.17295800330558087,OWN,other,employed,0
Meena Nair,57,640537,255975,634,1.0,0.20999728159272477,OWN,debt_consolidation,employed,0
Pooja Shah,34,405642,152168,701,0.0,0.16561780721918143,RENT,home_improvement,self_employed,1
Manish Banerjee,34,544651,172818,691,2.0,0.1937643731429713,RENT,education,retired,0
Amit Agarwal,53,323551,156758,713,3.0,0.08126160004097062,MORTGAGE,business,self_employed,0
Shweta Pillai,43,496313,224378,494,1.0,0.2676684910977357,OWN,home_improvement,employed,1
Shweta Iyer,55,652716,124602,591,6.0,0.03848616057396552,MORTGAGE,business,employed,0
Geeta Pillai,43,306768,67603,617,2.0,0.07366480101326463,OWN,business,unemployed,1
Meena Mishra,26,653879,196486,566,1.0,0.21490771064523637,RENT,business,self_employed,1
Geeta Iyer,24,454151,241622,692,13.0,0.18033899959586586,MORTGAGE,home_improvement,employed,0
Shweta Iyer,21,746185,194570,768,1.0,0.05626904086790131,OWN,home_improvement,unemployed,0
Vikram Chakraborty,47,400028,125983,784,2.0,0.2110348344974497,OWN,debt_consolidation,employed,0
Divya Gupta,54,535321,103362,616,2.0,0.09724700065879666,OWN,other,retired,0
Vikram Agarwal,62,433521,198352,679,1.0,0.04249676068506886,RENT,debt_consolidation,unemployed,0
Meena Chatterjee,50,421634,172230,694,1.0,0.08010989215909636,MORTGAGE,debt_consolidation,employed,0
Rekha Mukherjee,53,503563,154768,712,,0.054652587100385515,RENT,debt_consolidation,unemployed,1
Arun Gupta,33,578621,337386,562,9.0,0.022241982415522533,OWN,other,employed,0
Sunita Chakraborty,26,236858,111444,832,7.0,0.24411027028027008,MORTGAGE,business,self_employed,1
Ramesh Menon,50,906020,331046,742,5.0,0.0695707614659669,RENT,home_improvement,employed,0
Amit Sharma,45,200000,164837,745,3.0,0.20888841108070524,OWN,other,unemployed,1
Neha Patel,41,314139,78102,770,3.0,0.3470584380830155,OWN,other,employed,0
Neha Mishra,44,422044,151496,703,1.0,0.02663838692772819,RENT,home_improvement,unemployed,1
Swati Pillai,43,543713,238899,547,0.0,0.2036206783442732,OWN,business,employed,0
Mukesh Chakraborty,55,972948,140642,636,2.0,0.14855556185595709,OWN,other,employed,0
Ramesh Kumar,55,200000,90227,484,3.0,0.10042541429434294,RENT,debt_consolidation,employed,0
Rajesh Mishra,46,343228,152389,691,0.0,0.356395249692667,OWN,home_improvement,self_employed,1
Dinesh Menon,50,200000,115512,633,0.0,0.2627901316268324,RENT,education,employed,0
Meena Banerjee,46,449463,198139,645,1.0,0.37874773355508035,MORTGAGE,business,unemployed,1
Rashmi Verma,34,506784,221761,770,2.0,0.139053815940727,MORTGAGE,debt_consolidation,self_employed,1
Dinesh Shah,49,980088,106669,604,2.0,0.2451317102223017,RENT,debt_consolidation,self_employed,1
Dinesh Chakraborty,23,469919,122722,624,0.0,0.12245176049738565,MORTGAGE,education,employed,0
Meena Chatterjee,52,745650,220280,652,1.0,0.16712353781988928,OWN,debt_consolidation,employed,0
Swati Pillai,25,592388,115434,466,1.0,0.16935457056012107,RENT,other,unemployed,1
Kavita Sharma,43,355889,105570,623,0.0,0.3333301387921026,RENT,debt_consolidation,employed,0
Geeta Sharma,29,218713,101572,401,1.0,0.1873236006240325,OWN,business,unemployed,1
Vikram Patel,46,507626,187365,591,0.0,0.25996017198895316,RENT,business,employed,1
Meena Chatterjee,39,209808,184178,735,6.0,0.032158427807877886,RENT,home_improvement,employed,0
Anjali Shah,20,845432,123794,694,2.0,0.08119229061714678,MORTGAGE,debt_consolidation,unemployed,1
